device_id,trial,condition,timestamp,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_25,count_26,count_27,count_28,count_29,count_30,count_31,count_32,count_33,count_34,count_35,count_36,count_37,count_38,count_39,count_40,count_41,count_42,count_43,count_44,count_45,count_46,count_47,count_48,count_49,count_50,count_51,count_52,count_53,count_54,count_55,count_56,count_57,count_58,count_59,count_60,count_61,count_62,count_63,count_64,count_65,count_66,count_67,count_68,count_69,count_70,count_71,count_72,count_73,count_74,count_75,count_76,count_77,count_78,count_79,count_80,count_81,count_82,count_83,count_84,count_85,count_86,count_87,count_88,count_89,count_90,count_91,count_92,count_93,count_94,count_95,count_96,count_97,count_98,count_99,count_100,count_101,count_102,count_103,count_104,count_105,count_106,count_107,count_108,count_109,count_110,count_111,count_112,count_113,count_114,count_115,count_116,count_117,count_118,count_119,count_120,count_121,count_122,count_123,count_124,count_125,count_126,count_127,response_hex
0,11,cool,2025-12-08T21:37:33.895258,12017,12099,12216,11830,12195,12527,12722,12273,12686,11756,12357,11822,12718,12970,13014,12435,12582,12760,12547,12290,12597,12360,12287,12456,12553,12431,12794,12536,12763,12751,12412,12702,11931,13236,12471,11968,12993,12875,12453,12376,12330,12602,12549,12451,12283,12393,12410,12647,12446,12430,12543,12789,12847,13135,12369,12375,12741,12117,11862,12403,11834,12456,12858,12481,11987,12758,11949,12109,12399,12679,12284,12076,12065,12377,12394,12876,12675,12103,13008,12997,12709,13645,11402,12612,12043,12203,11849,11976,12803,12449,12209,12307,12828,12322,12192,12118,12360,12186,12727,12491,12900,12020,12187,12241,12346,12116,12351,12521,12685,12888,11858,13085,13153,11894,12299,12641,12390,12481,12819,13038,12922,12614,13177,12563,12683,12839,12692,12502,0x0000000000001B3E
0,12,cool,2025-12-08T21:37:33.895352,13252,12449,12425,12135,12505,12203,11529,12937,12373,11833,12407,11759,11898,12972,12231,12919,12766,11440,12097,13214,12549,12396,12577,12433,12277,12034,12418,12155,12217,12224,12613,12828,12597,13076,12471,12518,12796,13730,13040,12141,12763,12036,12187,12120,11878,12975,12343,12321,12179,12884,12550,12796,11985,12432,12325,11935,12065,12399,12293,12682,12276,12309,12449,12048,12530,12644,12646,12506,12608,12391,12317,12178,12457,12204,12405,12228,12316,12533,13008,12607,12099,12945,12468,12767,12492,12647,12182,11698,12566,12912,12431,12288,12367,12575,12611,12746,12245,12043,12439,12447,12443,12163,12643,13759,12433,12443,12159,12580,12629,11970,12746,12182,12714,13583,13333,12293,12883,12205,12463,12898,12104,12812,12527,12725,12465,12736,12316,12355,0x0000000000001F82
0,13,cool,2025-12-08T21:37:33.895447,12497,13057,12435,12697,12445,12845,12368,12188,12487,12610,12217,12172,13236,12683,12395,12586,12394,12389,12651,12683,12207,12415,13701,12237,12327,12449,11926,12769,11834,12552,12617,12648,12668,11976,12609,12172,11875,11726,12513,12519,12768,11913,12646,12971,13349,11967,12901,12734,12120,12893,12979,12746,12338,12723,13356,12984,12556,13159,13248,12491,12638,12372,13140,12459,12672,12163,12609,12693,12756,12555,12483,12256,11742,12424,13032,12895,13195,12601,12854,12813,12016,12431,13379,12091,12438,12956,12702,12208,12701,12251,12049,13239,12901,12493,12191,12430,12891,13097,12821,12183,11820,11903,12775,12967,13068,12805,12245,12292,12194,13191,13101,11858,13697,12067,12323,12545,12073,12166,12156,12054,11489,13010,12271,12247,11747,12464,12135,12416,0x0000000000001A94
0,14,cool,2025-12-08T21:37:33.895542,12183,12271,13197,12337,13059,13254,12340,12260,12208,13125,11710,12588,12205,12717,12381,12295,11877,11876,12372,12148,12469,12941,12171,12215,12391,13209,12944,12537,12815,12487,12663,12470,13048,13390,12656,11770,12862,12065,12664,12478,11879,12458,12967,12902,12456,13279,11541,12217,12085,13002,11785,12033,12388,12904,11920,12773,12595,13310,12768,12154,12636,12668,12143,12707,12657,12999,12007,12531,11585,13464,12327,11962,12159,12682,13710,12723,12413,12544,12808,12646,12195,12879,12098,12554,12580,11254,12839,12610,12460,12470,13065,12432,12252,12929,12024,12769,12210,12562,11765,12660,12646,12491,11604,12953,11072,12240,12568,12996,12095,12876,11991,12179,12265,12187,12042,12716,13421,12658,12693,12913,12206,12447,12068,12155,12747,13111,13087,12150,0x0000000000000057
0,15,cool,2025-12-08T21:37:33.895824,11937,13163,12685,12568,12977,12786,11948,12559,11660,11650,12167,12603,12204,13136,12167,11726,12113,12684,12690,12185,13082,13047,12032,12542,13216,12753,12851,12620,12935,12153,12613,12262,12979,12071,13041,12556,12680,12851,11983,12206,12564,12642,11997,12580,12799,13007,13471,12180,12764,12494,13068,12421,12616,12312,12694,12105,12455,12669,12731,12123,12338,12549,13002,12462,12638,12865,12870,12959,12351,11846,12660,12712,12605,13005,12158,12147,12384,12651,12788,12731,12429,12048,12520,12588,11706,12633,12673,12135,11665,13325,11988,12472,12579,12303,11733,11543,12828,12575,12684,12131,11439,12011,12449,12050,12773,12886,12472,12420,13222,12445,12029,11718,11834,12478,11640,12332,12037,12125,12288,12125,12103,12525,12545,12490,12120,13174,13311,12935,0x0000000000001EBA
0,16,cool,2025-12-08T21:37:33.895928,11788,12651,12555,12600,12786,12457,12495,11471,12798,11917,12905,12479,12254,12214,12291,12375,12510,12847,12442,12033,12505,11148,12316,12808,12454,12836,12793,12395,12182,12151,12877,12912,12647,12730,12069,13038,12681,13055,12914,12621,12288,12192,12983,12541,12474,12998,12778,12695,12362,13261,12342,12814,12163,12388,13205,12774,12456,12796,12081,12324,12139,12803,12279,12809,12639,12772,12687,12125,12252,12217,12831,12311,12651,11867,12806,12245,12645,12027,12216,12256,11982,12377,12127,12131,12278,12530,12500,12998,13110,11451,12460,12082,12312,12518,12419,12558,11572,12367,13044,12140,12345,12826,11717,12154,12125,12131,11689,13378,11948,12919,13427,12325,12454,12444,11868,12154,12522,12073,12297,12933,12746,11438,12535,11363,12636,12786,12807,13033,0x0000000000000701
0,17,cool,2025-12-08T21:37:33.896024,12180,12308,12786,12618,12736,11988,12994,12134,12888,12786,12788,12195,12630,12848,11588,12621,12253,12731,12687,13341,12519,12240,12584,12561,12228,12019,12423,13049,12184,12282,11888,12070,12068,12248,12192,13507,12216,11650,12787,12024,12512,12506,12076,13107,12271,12486,11679,12440,12038,13121,12540,12503,12587,12265,12881,12435,12769,12643,12128,12172,12837,12514,12388,12755,12771,12171,12836,12679,12606,11835,11897,12386,12528,12239,12325,12193,11709,13088,12228,12519,12608,13537,12838,12214,12583,13122,11713,12724,12320,12922,12890,11941,13340,11782,12535,12190,12779,12521,11738,13119,12634,12473,12344,12730,12249,12993,12419,12188,11950,12774,12346,13029,11880,12823,12610,12699,12364,12668,11900,12810,11991,12722,12695,12439,12362,12670,12400,12528,0x0000000000001C4A
0,18,cool,2025-12-08T21:37:33.896154,12426,12890,13022,12651,12693,12718,12590,12881,13203,12824,11871,12648,12660,12160,12356,12156,12411,12460,12941,12527,12956,12347,12306,12313,12384,12990,13051,12475,12535,12666,13511,12503,12662,12805,12777,12864,12693,12121,12283,12489,12855,12095,12057,12973,12146,13022,13449,12398,12890,12433,12302,13324,12333,12015,12831,12605,12177,12102,13066,13407,12694,12925,13279,12788,12325,12439,13164,12196,13206,12473,12335,12053,12248,12843,13415,12214,13044,12931,12182,12225,12170,12055,12219,12719,12048,12254,12657,12614,12600,12667,12298,12071,12930,11942,11823,11272,11633,12021,12854,12676,12387,12793,12853,12664,12703,11962,13403,12313,13005,12629,12148,12140,12489,12342,12192,11620,12692,12718,12831,12303,12761,12507,12356,11834,11925,13081,11862,12491,0x00000000000002F9
0,19,cool,2025-12-08T21:37:33.896249,12173,12316,12642,12885,11918,12694,12577,13054,11961,12700,12618,13014,12339,12705,12368,12743,12272,12239,12235,12285,12626,13026,11784,12025,12307,12296,12611,12890,12647,12474,12659,12171,12462,12840,12589,12195,11997,12960,12270,13146,12565,11956,13200,12611,12389,12366,12854,12263,13265,13115,12412,12185,13461,13071,12332,12497,12345,12801,11782,12129,12623,12619,12552,12943,12205,12277,12669,12680,12530,12511,12421,12038,13195,11751,12624,12386,11915,11864,12774,12352,12672,12431,12854,13020,12306,12627,12270,12195,11942,12225,12023,12812,11581,12464,12853,12485,13218,12485,12650,12909,12335,12540,12455,13020,11653,12891,12847,12856,12988,12352,12501,12116,12420,11876,12991,13073,12742,12833,12841,12507,12463,12216,13101,11851,11971,12794,12723,12501,0x0000000000000666
0,20,cool,2025-12-08T21:37:33.896355,11845,12689,12743,12446,12950,12122,12401,12447,12749,12354,12801,12892,11951,12735,12790,12458,12575,12604,12101,12254,12737,12681,12516,11751,12628,12344,13161,12006,12156,12203,12313,12596,13086,12443,13440,13118,11948,12583,12532,12247,12473,12961,12368,12008,12400,12810,11996,12778,12117,13199,12651,11910,11589,12963,12758,13519,12496,11929,12842,12270,12346,12544,12801,11981,12534,11779,12261,12208,12384,12258,12623,12427,12890,13367,12538,12290,12792,12515,12875,13339,12551,12334,12297,12166,12831,12284,13033,12765,12061,12214,12090,12725,12376,12394,12374,13079,12880,12804,12021,12127,11985,12127,13095,13345,13045,12393,12638,12430,12120,12251,12204,12102,12609,12435,12295,11872,12710,12179,12518,12097,12867,12059,12301,12715,12687,12260,12437,12361,0x0000000000001A34
0,21,cool,2025-12-08T21:37:33.896451,13149,12161,12784,12063,12777,12716,12119,12468,13094,12415,13054,13162,12242,12815,13126,13118,12245,12805,12608,12684,12475,12811,11992,12501,12593,12467,12089,12972,12477,11733,12414,12786,12392,12868,12649,12970,12824,12494,11965,11606,12495,12898,12690,12539,12396,12611,12262,12092,12954,11823,12532,12817,12544,12689,12243,12730,12218,11528,12587,11949,12074,12947,12907,12456,12974,12679,12125,13084,12842,11961,12744,12639,12805,12278,12433,12190,12257,12703,12279,12172,12191,12998,12191,12469,12812,12870,12771,12659,12265,12364,12837,12512,12673,12204,13355,13123,12570,12514,12325,12062,12652,11645,12479,11751,12957,12346,12298,12552,12733,12764,11995,12252,12693,11509,12730,11827,12358,12311,12326,12394,12519,12359,11887,12334,12510,11812,12472,12955,0x0000000000000736
0,22,cool,2025-12-08T21:37:33.896649,12179,12481,12773,12805,12362,12473,12594,11712,12268,12061,12026,12567,12119,12389,12481,12446,12347,11585,11741,12335,11641,12278,12467,12390,12448,12690,12551,12105,12834,12274,12799,12630,13242,12303,13012,12358,12577,12567,12880,12517,12135,12327,12776,12690,12218,12250,12874,13370,12387,12514,13060,12054,12012,12318,12082,11854,12626,11901,13013,12807,12446,12439,12061,12432,13341,12313,11735,12066,12862,12973,12732,13017,12262,12620,12559,12223,12253,12966,12368,12364,12714,12795,12500,12418,12814,12740,12838,12611,12135,12230,12274,12582,12946,11850,12525,12776,12768,12454,12550,12579,12496,12054,12183,12385,12103,13086,13004,12088,11598,12880,11663,12266,12626,12546,12296,12554,12534,12219,12926,12820,11832,12870,12810,12754,12669,13084,12975,12614,0x0000000000001F5B
0,23,cool,2025-12-08T21:37:33.896758,12410,12537,11897,12563,12684,12385,12594,12397,12609,12015,12424,12145,12645,12330,12777,12766,12700,12337,12467,12599,13590,12943,12892,12676,13079,13114,12709,12330,12260,12513,11933,12800,11610,13406,12257,12844,12206,12872,12351,13072,12724,12598,12201,12720,12423,12766,13186,12245,12590,12922,12463,12497,13185,12865,12119,13017,12182,12005,12326,13672,12389,12209,12309,13253,12062,13255,12449,12657,13049,13151,12121,12885,12502,11987,11798,12091,12037,12684,12370,12339,12933,12961,12157,12258,12222,12343,12455,11826,12839,12057,12259,12226,12358,12927,12823,12398,12438,12528,12672,12606,12403,11528,13222,12346,12877,12335,12626,12964,12158,12788,12656,11898,12166,12898,12013,12467,13195,12532,12659,11733,12327,12536,12765,12600,12258,12399,12690,12250,0x00000000000019C2
0,24,cool,2025-12-08T21:37:33.896854,12477,12592,12475,12427,12226,12509,12893,12610,13077,12502,12974,12467,13184,12788,12822,12092,12230,12269,12411,11067,12910,11903,13067,12541,12443,12243,12545,12408,12627,12077,12409,12971,12422,12352,13333,12073,12897,12394,13102,12957,12505,13056,11892,12471,12436,13218,12734,11747,12901,12839,12943,13214,12471,12103,12076,12110,11963,12166,12125,12607,13113,12009,13123,12060,11555,12826,12203,12466,12429,12260,12464,12852,12597,12983,13242,12342,11519,12409,12276,11890,12607,12198,11872,11789,12348,12532,11919,12614,11968,12694,11911,12436,12381,12614,13126,12920,13176,12622,13091,12747,12074,12238,12434,12542,11721,11840,12276,12367,12378,12357,12516,12487,11800,12259,12687,12530,12921,12591,13721,12663,12618,12759,12272,12835,12828,12995,12628,12634,0x00000000000019A1
0,25,cool,2025-12-08T21:37:33.896951,12544,11992,12930,12611,11579,13188,11837,12760,12618,12448,12606,12159,12385,12088,12477,12330,12234,12292,11947,12103,12317,12178,13111,12745,11754,12425,11650,12626,12587,12424,12992,12832,12995,12025,12841,12478,13331,11836,13341,11908,13189,12356,11745,11711,12874,12581,12845,12085,12795,12605,11841,13251,12170,12626,12644,12053,13229,12603,13291,12285,12719,12769,12191,12824,12718,12326,13084,12359,12270,12598,13314,13065,11846,12150,13101,12617,12751,11926,12010,12241,12505,11853,13273,13040,12681,12384,11524,12757,12357,12253,12113,12161,12508,12465,12391,13092,12439,12823,12116,12990,12452,12571,12039,12478,11442,12183,12700,12412,12645,11639,12479,12496,12860,12684,12890,11927,12512,12357,12513,12500,12189,12834,12508,13115,12054,12943,12460,12839,0x0000000000001A74
0,26,cool,2025-12-08T21:37:33.897045,13189,12551,11764,12850,11785,12199,12674,13067,12348,12521,12818,12248,12844,12253,12655,13210,13262,12565,12014,12679,12094,12033,12191,12413,12271,12662,12261,12589,12002,12985,13022,12615,12379,12553,12607,12208,12146,11886,12581,13293,11569,12624,12277,12098,12458,11430,12401,12752,12245,12893,12263,12427,12098,11987,13318,11875,11903,12235,12822,12815,12355,12352,12165,12363,12733,12716,12840,12801,12716,12426,12832,12619,12329,12923,12561,12303,12438,12348,12448,12076,12265,12231,12549,12253,12683,12950,12443,11745,12167,12688,12559,12143,12672,12774,11820,12525,13216,12558,12466,12104,12415,12698,12924,12742,12883,12095,12421,12487,12645,12525,13326,12087,13142,12626,12836,12297,12408,13229,12405,12442,12129,12283,12245,12472,12619,12468,12601,12270,0x0000000000000080
0,27,cool,2025-12-08T21:37:33.897144,12356,12072,12105,12190,12223,12342,12512,12778,12101,12082,12953,13244,12958,12674,12855,12637,11815,12438,12394,11884,12022,13282,11999,11509,13045,12396,12845,12162,12288,12353,12632,12270,12315,12493,13022,11861,12861,12313,12176,12332,12765,12629,13158,11782,12074,11886,11942,12545,12762,12042,12546,12418,12533,12168,12554,12782,13149,12833,12435,11900,12362,13385,12727,12476,11669,12232,12374,12035,12315,12394,12827,12065,12309,13022,11897,12725,12998,13225,11805,12662,12058,12647,12416,12279,12941,12992,12246,12874,12739,12176,12790,12688,12674,12808,11761,12454,11897,12922,13002,12939,12022,12942,12482,12491,13070,12735,12330,12464,12505,12926,12708,12263,11913,12369,11792,12129,12330,13172,12254,12180,12473,12831,12694,12185,12128,12318,12764,12260,0x0000000000000615
0,28,cool,2025-12-08T21:37:33.897240,12256,12708,12456,12887,12706,12202,12578,12620,12595,12249,12603,12940,12194,12621,12064,12371,12021,12985,12308,13227,12583,13109,12895,12079,12202,12673,12507,13299,12019,12071,12654,13435,12233,11454,12376,12412,13099,12273,12925,12422,12887,11920,12980,12440,11876,12638,12844,12211,13223,12751,13162,12323,12573,12414,12595,11778,12948,12260,12664,12755,12052,12300,11588,13004,12875,12496,12799,12662,12497,12280,12989,12720,12553,12340,12278,12746,12728,12619,12802,12072,12651,12209,12673,13070,12904,12226,12829,12321,11859,12605,12182,13611,12588,12549,12618,12310,12183,12508,12377,12354,12636,11931,12019,12338,12281,12883,12793,12951,12485,11770,12449,12832,12031,13399,12475,12167,12574,11371,12819,12140,12347,12707,12179,12726,12358,13023,12571,12852,0x0000000000001B79
0,29,cool,2025-12-08T21:37:33.897336,12271,12779,12059,12291,12152,12416,12347,12649,12999,12891,12102,12369,12567,12712,12592,12593,12584,12644,12179,12575,12775,11983,12234,12156,12061,13162,12633,12783,12190,11885,12627,12549,12041,12092,12633,11982,12294,12552,12496,12565,12157,12808,12388,12612,12847,12844,12388,12264,12944,11765,12239,12526,12275,13156,12986,12473,12780,12141,12604,12195,12608,12806,12812,12336,12735,12496,12621,12578,12739,12959,13169,12472,12701,13330,12747,12416,11713,12496,12428,12715,12102,12258,12871,12325,12076,12588,12386,12860,12558,11909,12504,12690,12286,12154,12203,11999,12646,12956,12623,12011,12283,12000,11896,13111,12225,12059,12288,12538,12766,12650,12420,13013,12618,12369,12031,12348,12485,12492,12481,11954,12412,12073,12676,13143,12768,12465,11921,12698,0x00000000000007C1
0,30,cool,2025-12-08T21:37:33.897454,12582,12527,12138,12302,12976,12299,12511,11802,12762,13578,11944,11985,12583,12320,12018,12797,12380,12682,12595,12312,12884,12979,12790,12680,12744,11673,12628,12594,12420,12686,12400,12881,11967,12656,12605,12499,12625,12581,12624,12371,12211,12961,12128,12720,12530,12985,12808,12890,12580,12993,12729,12613,13242,12496,12501,12042,11911,13169,11843,13022,12823,12540,13265,12547,12929,12940,12110,12672,12376,12640,11718,12079,13767,12336,12315,12264,12208,12349,12928,12403,12381,13731,12927,12230,11980,12259,12756,12807,11921,12011,12386,13094,13294,12875,12652,12562,12904,12042,12164,12496,12525,12448,12471,12764,12896,12618,12226,12281,12820,12842,12837,12506,12655,12383,13087,11878,11723,12507,12797,12897,12583,12026,12622,12359,12317,11855,13149,12221,0x000000000000192C
0,31,cool,2025-12-08T21:37:33.897549,12675,12423,12832,11906,12132,12857,13424,12457,12838,12162,12234,12134,13008,12492,12479,12226,12618,12969,12677,12605,12653,11960,12509,12045,12588,12581,12668,12184,12730,12324,12046,11973,11713,12888,11830,12819,12707,12498,11833,11857,12405,12546,12342,12157,12586,13023,12243,12013,12820,12466,12344,12413,12670,11700,12866,12050,12872,12490,12111,12314,13406,12647,12778,11875,12540,12362,12312,12226,12838,12635,12643,12554,12572,12364,12924,12572,12541,13074,13313,12168,13077,12379,12438,12286,11872,12460,11946,12657,12688,12388,11354,12607,12524,12028,12672,11746,12718,12240,12909,13024,12715,12724,12553,12775,12598,12961,12746,12409,12798,13428,11965,12049,12614,12133,12157,12354,13186,12250,12641,12472,12395,12536,12839,12447,11549,12454,12602,12473,0x0000000000001C93
